label,direction,confidence,btc_price_entry,fear_greed_value,rsi14,technical_score,hour_utc,hour_sin,hour_cos,cvd_6m_pct,ema_trend_up,technical_bias_bullish,signal_technical_buy,signal_sentiment_pos,signal_fg_fear,signal_volume_high,classification
1,UP,0.62,67567.77,9.0,65.26,4.5,21,-0.707107,0.707107,,0,1,0,0,1,0,BET
0,UP,0.65,64944.37,8.0,64.71,3.5,0,0.0,1.0,,0,1,0,0,1,0,ALERT
1,DOWN,0.56,65354.31,5.0,71.17,2.5,6,1.0,0.0,,0,1,0,0,1,0,BET
0,DOWN,0.58,67377.73,9.0,40.59,-2.5,18,-1.0,-0.0,,0,0,0,0,1,0,BET
0,DOWN,0.65,64991.25,5.0,6.6,-2.5,1,0.258819,0.965926,,0,0,0,0,1,0,BET
0,UP,0.57,67107.4,5.0,24.68,-2.5,0,0.0,1.0,,0,0,0,0,1,0,BET
0,DOWN,0.55,67543.99,9.0,44.63,-2.5,16,-0.866025,-0.5,,0,0,0,0,1,0,NO_BET
1,DOWN,0.58,64205.87,8.0,57.34,3.5,17,-0.965926,-0.258819,,0,1,0,0,0,0,SKIP
1,DOWN,0.6,64749.49,5.0,34.56,-3.5,2,0.5,0.866025,,0,0,0,0,1,0,BET
1,UP,0.62,65465.84,11.0,68.95,3.5,8,0.866025,-0.5,,0,1,0,0,1,0,SKIP
0,DOWN,0.65,65027.94,11.0,48.25,-0.5,8,0.866025,-0.5,,0,0,0,0,1,0,SKIP
0,UP,0.75,65464.51,11.0,49.89,-2.5,5,0.965926,0.258819,,0,0,0,0,0,0,ALERT
1,UP,0.72,64548.16,5.0,55.83,4.5,21,-0.707107,0.707107,,0,1,0,0,1,0,BET
1,DOWN,0.56,65281.59,5.0,70.68,2.5,6,1.0,0.0,,0,1,0,0,1,0,BET
0,DOWN,0.51,64455.51,5.0,24.39,-2.5,17,-0.965926,-0.258819,,0,0,0,0,1,0,NO_BET
1,UP,0.75,65913.02,11.0,71.32,2.5,1,0.258819,0.965926,,0,1,0,0,0,0,ALERT
1,UP,0.58,65830.3,11.0,86.17,2.5,1,0.258819,0.965926,,0,1,0,0,0,0,SKIP
1,DOWN,0.62,63221.27,8.0,50.28,-0.5,6,1.0,0.0,,0,0,0,0,0,0,NO_BET
0,DOWN,0.6,66011.05,11.0,72.78,2.5,2,0.5,0.866025,,0,1,0,0,1,0,SKIP
1,DOWN,0.51,63073.46,8.0,45.83,-2.5,13,-0.258819,-0.965926,,0,0,0,0,1,0,SKIP
1,UP,0.75,63774.8,8.0,51.09,0.5,16,-0.866025,-0.5,,0,0,0,0,0,0,BET
0,DOWN,0.72,63565.6,8.0,32.27,-4.5,3,0.707107,0.707107,,0,0,0,0,1,0,ALERT
1,DOWN,0.65,63701.29,8.0,32.45,-3.5,3,0.707107,0.707107,,0,0,0,0,1,0,BET
1,DOWN,0.72,64418.7,5.0,35.73,-4.5,19,-0.965926,0.258819,,0,0,0,0,1,0,BET
0,DOWN,0.62,64801.43,5.0,40.24,-3.5,4,0.866025,0.5,,0,0,0,0,1,0,BET
1,DOWN,0.51,64495.62,8.0,59.65,5.0,20,-0.866025,0.5,,0,1,0,0,1,0,SKIP
1,UP,0.65,64764.54,5.0,61.24,4.5,22,-0.5,0.866025,,0,1,0,0,1,0,ALERT
0,DOWN,0.58,65019.61,11.0,47.77,-2.5,7,0.965926,-0.258819,,0,0,0,0,0,0,SKIP
0,UP,0.55,67587.99,9.0,46.28,-0.5,16,-0.866025,-0.5,,0,0,0,0,1,0,NO_BET
1,DOWN,0.65,65113.97,11.0,51.92,-0.5,7,0.965926,-0.258819,,0,0,0,0,1,0,SKIP
0,UP,0.55,67630.52,9.0,37.44,-2.5,14,-0.5,-0.866025,,0,0,0,0,1,0,NO_BET
1,DOWN,0.62,63273.45,8.0,53.19,1.5,7,0.965926,-0.258819,,0,1,0,0,1,0,ALERT
1,UP,0.78,65068.53,5.0,59.6,5.5,5,0.965926,0.258819,,0,1,0,0,1,0,BET
0,DOWN,0.65,65756.13,5.0,67.53,3.5,7,0.965926,-0.258819,,0,1,0,0,1,0,BET
0,DOWN,0.58,64890.62,11.0,26.64,-2.5,6,1.0,0.0,,0,0,0,0,0,0,SKIP
0,DOWN,0.52,67959.36,9.0,40.32,-2.5,13,-0.258819,-0.965926,,0,0,0,0,1,0,NO_BET
1,UP,0.55,64809.65,8.0,56.92,3.5,0,0.0,1.0,,0,1,0,0,1,0,SKIP
1,DOWN,0.62,64069.63,8.0,37.03,-3.5,21,-0.707107,0.707107,,0,0,0,0,1,0,SKIP
1,UP,0.6,67236.85,9.0,26.48,-1.5,17,-0.965926,-0.258819,,0,0,0,0,0,0,BET
1,UP,0.62,68087.57,9.0,61.31,4.0,10,0.5,-0.866025,,0,1,0,0,1,0,BET
0,DOWN,0.51,63028.88,8.0,41.81,-1.0,5,0.965926,0.258819,,0,0,0,0,1,0,SKIP
1,UP,0.7,63600.9,8.0,64.07,4.5,15,-0.707107,-0.707107,,0,1,0,0,1,0,BET
0,DOWN,0.51,63858.78,8.0,52.96,0.5,16,-0.866025,-0.5,,0,0,0,0,1,0,SKIP
0,DOWN,0.51,65216.28,11.0,30.49,-4.5,5,0.965926,0.258819,,0,0,0,0,1,0,SKIP
0,UP,0.75,64452.35,8.0,59.98,4.5,19,-0.965926,0.258819,,0,1,0,0,0,0,ALERT
0,UP,0.71,63266.89,8.0,55.41,4.5,11,0.258819,-0.965926,,0,1,0,0,1,0,ALERT
1,DOWN,0.64,64621.56,5.0,40.22,-3.5,19,-0.965926,0.258819,,0,0,0,0,1,0,BET
1,DOWN,0.5,65044.22,11.0,40.61,-3.5,6,1.0,0.0,,0,0,0,0,1,0,SKIP
1,UP,0.77,66131.27,11.0,20.9,6.0,13,-0.258819,-0.965926,,0,1,0,0,0,0,ALERT
0,DOWN,0.35,63175.78,8.0,49.94,1.5,7,0.965926,-0.258819,,0,1,0,0,0,0,SKIP
1,UP,0.7,67596.96,9.0,60.65,4.5,22,-0.5,0.866025,,0,1,0,0,1,0,BET
0,UP,0.68,67027.62,11.0,72.8,4.0,15,-0.707107,-0.707107,,0,1,0,0,0,0,ALERT
0,DOWN,0.51,63172.79,8.0,48.49,-2.5,12,0.0,-1.0,,0,0,0,0,1,0,SKIP
0,UP,0.6,64882.9,8.0,56.1,2.5,1,0.258819,0.965926,,0,1,0,0,1,0,ALERT
0,UP,0.65,65169.48,5.0,63.68,3.5,5,0.965926,0.258819,,0,1,0,0,1,0,BET
0,UP,0.55,67348.0,9.0,37.24,-2.5,17,-0.965926,-0.258819,,0,0,0,0,0,0,NO_BET
1,DOWN,0.52,64407.2,8.0,52.96,0.5,20,-0.866025,0.5,,0,0,0,0,1,0,SKIP
1,UP,0.72,63364.02,8.0,57.04,4.5,8,0.866025,-0.5,,0,1,0,0,1,0,ALERT
1,UP,0.62,63098.92,8.0,48.11,-1.5,8,0.866025,-0.5,,0,0,0,0,1,0,NO_BET
0,UP,0.75,64453.02,8.0,54.97,2.5,20,-0.866025,0.5,,0,1,0,0,0,0,ALERT
1,DOWN,0.51,63233.26,8.0,53.75,1.5,10,0.5,-0.866025,,0,1,0,0,1,0,SKIP
1,UP,0.75,64336.66,8.0,52.14,0.5,19,-0.965926,0.258819,,0,0,0,0,0,0,ALERT
0,UP,0.76,66324.99,11.0,47.2,5.0,13,-0.258819,-0.965926,,0,1,0,0,0,0,ALERT
0,UP,0.68,64863.26,5.0,56.95,3.5,23,-0.258819,0.965926,,0,1,0,0,0,0,BET
0,DOWN,0.68,64887.31,11.0,32.5,-4.5,6,1.0,0.0,,0,0,0,0,1,0,ALERT
1,DOWN,0.6,64239.57,8.0,42.63,-2.5,1,0.258819,0.965926,,0,0,0,0,1,0,BET
0,UP,0.65,64911.53,8.0,63.21,3.5,0,0.0,1.0,,0,1,0,0,1,0,BET
1,DOWN,0.51,65468.94,11.0,50.49,-0.5,5,0.965926,0.258819,,0,0,0,0,1,0,SKIP
1,DOWN,0.78,67526.13,9.0,41.94,-5.0,17,-0.965926,-0.258819,,0,0,0,0,1,0,BET
0,DOWN,0.64,64014.63,8.0,39.05,-3.5,22,-0.5,0.866025,,0,0,0,0,0,0,SKIP
0,UP,0.65,65926.33,11.0,61.73,1.5,3,0.707107,0.707107,,0,1,0,0,0,0,SKIP
0,DOWN,0.6,66169.8,5.0,49.14,-4.0,13,-0.258819,-0.965926,,0,0,0,0,1,0,BET
1,DOWN,0.51,65557.64,11.0,50.0,0.0,9,0.707107,-0.707107,,0,0,0,0,1,0,SKIP
1,DOWN,0.51,65591.69,11.0,47.22,-1.5,3,0.707107,0.707107,,0,0,0,0,1,0,SKIP
1,UP,0.75,66322.77,11.0,64.2,2.0,14,-0.5,-0.866025,,0,0,0,0,0,0,ALERT
1,UP,0.6,67622.45,9.0,26.31,-1.5,13,-0.258819,-0.965926,,0,0,0,0,1,0,BET
0,DOWN,0.65,67593.1,9.0,31.08,-4.5,14,-0.5,-0.866025,,0,0,0,0,1,0,BET
0,DOWN,0.51,65050.22,11.0,41.12,-3.5,6,1.0,0.0,,0,0,0,0,1,0,SKIP
1,UP,0.65,65065.41,5.0,60.47,4.5,5,0.965926,0.258819,,0,1,0,0,1,0,BET
1,UP,0.75,64459.93,8.0,62.41,4.5,18,-1.0,-0.0,,0,1,0,0,0,0,ALERT
0,DOWN,0.72,63156.59,8.0,45.49,-4.5,10,0.5,-0.866025,,0,0,0,0,1,0,ALERT
0,DOWN,0.52,65486.56,11.0,50.0,0.0,9,0.707107,-0.707107,,0,0,0,0,1,0,SKIP
1,UP,0.55,66847.59,11.0,77.8,4.0,15,-0.707107,-0.707107,,0,1,0,0,0,0,SKIP
1,UP,0.63,68075.88,9.0,59.82,4.0,10,0.5,-0.866025,,0,1,0,0,1,0,BET
1,DOWN,0.55,67946.66,9.0,37.25,-2.5,12,0.0,-1.0,,0,0,0,0,1,0,NO_BET
1,DOWN,0.68,67418.2,9.0,34.5,-4.5,15,-0.707107,-0.707107,,0,0,0,0,1,0,BET
1,DOWN,0.65,64798.3,5.0,45.06,-3.5,18,-1.0,-0.0,,0,0,0,0,1,0,ALERT
0,DOWN,0.55,65062.65,11.0,49.02,-0.5,7,0.965926,-0.258819,,0,0,0,0,1,0,SKIP
0,UP,0.52,68027.62,9.0,52.28,1.0,10,0.5,-0.866025,,0,1,0,0,1,0,NO_BET
1,UP,0.68,66165.22,11.0,42.1,5.0,13,-0.258819,-0.965926,,0,1,0,0,1,0,ALERT
1,UP,0.7,68188.71,9.0,59.25,3.5,11,0.258819,-0.965926,,0,1,0,0,0,0,BET
0,UP,0.62,67537.27,9.0,43.06,-3.5,17,-0.965926,-0.258819,,0,0,0,0,1,0,BET
1,UP,0.76,64909.99,5.0,64.57,5.5,22,-0.5,0.866025,,0,1,0,0,1,0,ALERT
0,DOWN,0.62,64364.35,5.0,49.22,-0.5,20,-0.866025,0.5,,0,0,0,0,1,0,SKIP
0,UP,0.59,65554.79,11.0,66.72,4.5,9,0.707107,-0.707107,,0,1,0,0,0,0,SKIP
1,UP,0.75,64350.21,11.0,62.25,4.5,1,0.258819,0.965926,,0,1,0,0,0,0,BET
0,DOWN,0.72,62858.1,8.0,43.52,-4.5,14,-0.5,-0.866025,,0,0,0,0,1,0,BET
0,DOWN,0.54,66830.2,11.0,73.8,4.0,15,-0.707107,-0.707107,,0,1,0,0,0,0,SKIP
0,DOWN,0.51,63088.42,8.0,32.14,-2.5,4,0.866025,0.5,,0,0,0,0,1,0,SKIP
0,DOWN,0.51,63217.75,8.0,50.69,1.5,7,0.965926,-0.258819,,0,1,0,0,0,0,SKIP
0,DOWN,0.62,64662.09,5.0,41.74,-3.5,19,-0.965926,0.258819,,0,0,0,0,1,0,BET
1,DOWN,0.74,64572.7,8.0,37.94,-5.5,1,0.258819,0.965926,,0,0,0,0,1,0,ALERT
1,UP,0.75,64917.22,11.0,26.09,-2.5,5,0.965926,0.258819,,0,0,0,0,0,0,ALERT
1,DOWN,0.51,65114.06,11.0,50.52,0.5,7,0.965926,-0.258819,,0,0,0,0,1,0,SKIP
0,DOWN,0.65,65349.94,5.0,38.6,-3.5,16,-0.866025,-0.5,,0,0,0,0,1,0,BET
0,UP,0.75,66030.17,11.0,80.96,2.5,1,0.258819,0.965926,,0,1,0,0,0,0,ALERT
0,DOWN,0.6,67573.49,9.0,32.85,-2.5,14,-0.5,-0.866025,,0,0,0,0,1,0,BET
1,UP,0.75,64020.56,11.0,46.34,-3.5,0,0.0,1.0,,0,0,0,0,0,0,ALERT
1,UP,0.75,65231.18,11.0,61.71,3.5,8,0.866025,-0.5,,0,1,0,0,0,0,BET
0,UP,0.7,63280.1,8.0,56.12,4.5,12,0.0,-1.0,,0,1,0,0,1,0,BET
1,DOWN,0.51,63015.6,8.0,48.69,0.5,13,-0.258819,-0.965926,,0,0,0,0,1,0,SKIP
0,UP,0.62,67717.66,9.0,26.42,-2.5,13,-0.258819,-0.965926,,0,0,0,0,1,0,BET
0,DOWN,0.78,63028.15,8.0,43.47,-5.0,7,0.965926,-0.258819,,0,0,0,0,1,0,ALERT
0,DOWN,0.51,64973.34,11.0,35.27,-3.5,6,1.0,0.0,,0,0,0,0,1,0,SKIP
1,DOWN,0.58,64455.56,8.0,55.02,1.5,20,-0.866025,0.5,,0,1,0,0,0,0,SKIP
1,DOWN,0.58,65583.78,11.0,56.17,-0.5,4,0.866025,0.5,,0,0,0,0,0,0,SKIP
1,UP,0.6,64947.16,5.0,66.64,4.5,22,-0.5,0.866025,,0,1,0,0,1,0,ALERT
1,UP,0.75,64305.97,8.0,64.44,3.5,17,-0.965926,-0.258819,,0,1,0,0,0,0,ALERT
0,DOWN,0.62,67318.91,9.0,33.51,-4.5,17,-0.965926,-0.258819,,0,0,0,0,1,0,BET
1,DOWN,0.51,65996.09,11.0,64.9,1.5,2,0.5,0.866025,,0,1,0,0,1,0,SKIP
1,DOWN,0.7,65635.17,5.0,36.47,-4.5,16,-0.866025,-0.5,,0,0,0,0,1,0,BET
1,DOWN,0.71,64753.73,5.0,37.38,-3.5,3,0.707107,0.707107,,0,0,0,0,1,0,BET
1,UP,0.75,64287.21,8.0,57.81,3.5,18,-1.0,-0.0,,0,1,0,0,0,0,ALERT
0,DOWN,0.65,65580.38,11.0,54.65,-1.5,4,0.866025,0.5,,0,0,0,0,1,0,SKIP
0,DOWN,0.52,62958.7,8.0,39.91,-1.0,5,0.965926,0.258819,,0,0,0,0,1,0,SKIP
1,UP,0.55,67584.82,9.0,48.13,-0.5,15,-0.707107,-0.707107,,0,0,0,0,1,0,NO_BET
0,UP,0.55,63195.38,8.0,52.12,2.0,8,0.866025,-0.5,,0,1,0,0,0,0,SKIP
1,UP,0.75,64067.72,11.0,47.17,-2.5,0,0.0,1.0,,0,0,0,1,0,0,BET
1,UP,0.58,65826.12,5.0,59.29,3.5,9,0.707107,-0.707107,,0,1,0,0,1,0,BET
1,DOWN,0.68,67438.04,9.0,32.19,-4.5,15,-0.707107,-0.707107,,0,0,0,0,1,0,BET
0,DOWN,0.56,64735.1,5.0,36.91,-3.5,3,0.707107,0.707107,,0,0,0,0,1,0,BET
1,DOWN,0.58,65563.83,11.0,50.0,0.0,8,0.866025,-0.5,,0,0,0,0,0,0,SKIP
1,DOWN,0.54,64731.02,5.0,25.56,-1.5,17,-0.965926,-0.258819,,0,0,0,0,1,0,NO_BET
1,DOWN,0.51,64102.81,8.0,47.23,-0.5,23,-0.258819,0.965926,,0,0,0,0,1,0,SKIP
1,DOWN,0.51,63101.14,8.0,45.91,-1.5,7,0.965926,-0.258819,,0,0,0,0,1,0,SKIP
1,DOWN,0.62,64856.54,5.0,57.95,3.5,23,-0.258819,0.965926,,0,1,0,0,1,0,BET
0,UP,0.52,68026.86,9.0,53.41,1.0,10,0.5,-0.866025,,0,1,0,0,1,0,NO_BET
1,UP,0.75,64954.37,11.0,42.97,-4.5,7,0.965926,-0.258819,,0,0,0,0,0,0,BET
0,UP,0.68,65576.44,11.0,66.89,3.5,10,0.5,-0.866025,,0,1,0,0,0,0,PENDING
0,UP,0.62,67660.56,9.0,65.76,5.0,22,-0.5,0.866025,,0,1,0,0,1,0,BET
1,UP,0.55,68067.61,9.0,56.34,2.0,10,0.5,-0.866025,,0,1,0,0,1,0,NO_BET
0,DOWN,0.55,62894.68,8.0,37.25,-2.5,5,0.965926,0.258819,,0,0,0,0,0,0,SKIP
1,DOWN,0.52,64972.47,5.0,49.8,-0.5,18,-1.0,-0.0,,0,0,0,0,1,0,SKIP
0,UP,0.64,64486.05,8.0,58.87,3.5,19,-0.965926,0.258819,,0,1,0,0,1,0,SKIP
1,UP,0.75,63997.38,8.0,42.93,-4.5,23,-0.258819,0.965926,,0,0,0,0,0,0,ALERT
0,UP,0.58,64476.09,5.0,26.76,-2.5,17,-0.965926,-0.258819,,0,0,0,0,1,0,NO_BET
0,UP,0.62,67696.01,9.0,30.27,-4.5,13,-0.258819,-0.965926,,0,0,0,0,0,0,BET
1,DOWN,0.65,64792.28,5.0,44.79,-3.5,18,-1.0,-0.0,,0,0,0,0,1,0,BET
1,UP,0.72,64423.73,8.0,62.21,4.5,18,-1.0,-0.0,,0,1,0,0,0,0,ALERT
0,UP,0.75,64095.01,8.0,45.24,-3.5,22,-0.5,0.866025,,0,0,0,0,0,0,ALERT
1,DOWN,0.7,62991.66,8.0,38.53,-4.5,13,-0.258819,-0.965926,,0,0,0,0,1,0,ALERT
1,UP,0.68,64998.19,5.0,58.05,4.5,6,1.0,0.0,,0,1,0,0,1,0,BET
0,UP,0.75,64240.16,8.0,58.08,3.5,18,-1.0,-0.0,,0,1,0,0,0,0,ALERT
0,UP,0.52,63375.71,8.0,56.89,4.5,9,0.707107,-0.707107,,0,1,0,0,1,0,SKIP
0,DOWN,0.52,65512.39,11.0,63.19,1.5,9,0.707107,-0.707107,,0,1,0,0,0,0,SKIP
1,UP,0.62,64168.28,11.0,53.01,3.5,0,0.0,1.0,,0,1,0,0,1,0,SKIP
1,UP,0.7,64413.82,8.0,61.99,4.5,18,-1.0,-0.0,,0,1,0,0,1,0,ALERT
1,DOWN,0.55,67679.62,9.0,51.21,1.5,16,-0.866025,-0.5,,0,1,0,0,1,0,NO_BET
0,DOWN,0.51,63183.25,8.0,46.8,-2.0,11,0.258819,-0.965926,,0,0,0,0,1,0,SKIP
1,DOWN,0.62,64275.7,8.0,45.9,-2.5,2,0.5,0.866025,,0,0,0,0,1,0,ALERT
1,UP,0.62,67554.31,9.0,57.73,4.5,22,-0.5,0.866025,,0,1,0,0,1,0,BET
0,UP,0.75,66306.67,5.0,54.17,3.5,13,-0.258819,-0.965926,,0,1,0,0,0,0,BET
1,DOWN,0.55,64348.14,8.0,53.77,0.5,19,-0.965926,0.258819,,0,0,0,0,1,0,SKIP
1,UP,0.75,66400.48,11.0,44.2,5.0,13,-0.258819,-0.965926,,0,1,0,0,0,1,BET
0,UP,0.75,64227.5,8.0,41.29,-4.5,21,-0.707107,0.707107,,0,0,0,0,0,0,BET
0,DOWN,0.62,64234.21,5.0,43.78,-1.5,20,-0.866025,0.5,,0,0,0,0,1,0,BET
0,UP,0.75,65383.78,11.0,45.47,-3.5,5,0.965926,0.258819,,0,0,0,0,0,0,ALERT
1,UP,0.75,63994.02,11.0,43.28,-4.5,0,0.0,1.0,,0,0,0,0,0,0,ALERT
1,UP,0.75,64104.62,8.0,45.95,-3.5,22,-0.5,0.866025,,0,0,0,0,0,0,ALERT
0,UP,0.6,67580.87,9.0,65.77,4.5,22,-0.5,0.866025,,0,1,0,0,1,0,BET
1,DOWN,0.65,65824.07,11.0,57.83,1.5,3,0.707107,0.707107,,0,1,0,0,1,0,SKIP
1,DOWN,0.51,65450.97,11.0,48.52,-2.5,4,0.866025,0.5,,0,0,0,0,1,0,SKIP
0,UP,0.75,65915.97,5.0,70.93,2.5,7,0.965926,-0.258819,,0,1,0,0,0,0,BET
1,DOWN,0.68,65804.2,5.0,42.3,-4.5,15,-0.707107,-0.707107,,0,0,0,0,1,0,BET
1,DOWN,0.65,65742.89,5.0,55.11,1.5,8,0.866025,-0.5,,0,1,0,0,1,0,BET
1,UP,0.59,67708.17,9.0,68.66,3.5,22,-0.5,0.866025,,0,1,0,0,1,0,BET
1,UP,0.6,64269.6,8.0,60.17,3.0,17,-0.965926,-0.258819,,0,1,0,0,1,0,SKIP
1,DOWN,0.5,64154.77,8.0,49.11,0.0,22,-0.5,0.866025,,0,0,0,0,1,0,SKIP
1,UP,0.62,64475.5,8.0,56.6,3.5,20,-0.866025,0.5,,0,1,0,0,0,0,SKIP
0,DOWN,0.65,65029.77,11.0,46.23,-0.5,7,0.965926,-0.258819,,0,0,0,0,1,0,SKIP
1,UP,0.68,63660.79,8.0,65.5,4.5,15,-0.707107,-0.707107,,0,1,0,0,1,0,BET
1,UP,0.75,64124.19,11.0,51.99,0.0,0,0.0,1.0,,0,0,0,0,0,0,ALERT
1,UP,0.59,65503.09,5.0,69.07,4.5,6,1.0,0.0,,0,1,0,0,1,0,BET
0,DOWN,0.55,64694.56,5.0,43.05,-3.5,19,-0.965926,0.258819,,0,0,0,0,1,0,SKIP
1,UP,0.75,65353.09,11.0,40.11,-4.5,4,0.866025,0.5,,0,0,0,0,0,0,ALERT
0,UP,0.56,64031.0,8.0,58.82,3.5,16,-0.866025,-0.5,,0,1,0,0,1,0,SKIP
0,UP,0.69,64573.17,8.0,66.65,4.5,19,-0.965926,0.258819,,0,1,0,0,1,0,ALERT
0,UP,0.72,64613.32,5.0,57.33,4.5,21,-0.707107,0.707107,,0,1,0,0,1,0,BET
